rn6l30u14.0mu4.4dt0.05r1.out: Average SAF_zz =   1.31718886476002       +-   5.273772626035402E-002
rn6l30u14.0mu4.6dt0.05r1.out: Average SAF_zz =   1.34255213294551       +-   6.586413192034341E-002
rn6l30u14.0mu4.8dt0.05r1.out: Average SAF_zz =   1.15691250703209       +-   3.387608679182042E-002
rn6l30u14.0mu5.0dt0.05r1.out: Average SAF_zz =   1.09257764452360       +-   3.302532974248357E-002
rn6l30u14.0mu5.2dt0.05r1.out: Average SAF_zz =   1.07711233436199       +-   3.073838868073119E-002
rn6l30u14.0mu5.4dt0.05r1.out: Average SAF_zz =  0.999834327182165       +-   2.392534472993952E-002
rn6l30u14.0mu5.6dt0.05r1.out: Average SAF_zz =  0.970491129448965       +-   1.769557123609432E-002
rn6l30u14.0mu5.8dt0.05r1.out: Average SAF_zz =  0.924348746687743       +-   2.070699510025265E-002
rn6l30u14.0mu6.0dt0.05r1.out: Average SAF_zz =  0.856313254690465       +-   2.474600836667098E-002
rn6l30u14.0mu6.2dt0.05r1.out: Average SAF_zz =  0.829164903255075       +-   1.587366552772575E-002
rn6l30u14.0mu6.4dt0.05r1.out: Average SAF_zz =  0.795047590427799       +-   1.354975735558105E-002
rn6l30u14.0mu6.6dt0.05r1.out: Average SAF_zz =  0.766928258927353       +-   1.469881102883975E-002
rn6l30u14.0mu6.8dt0.05r1.out: Average SAF_zz =  0.698468738768060       +-   9.795589825059715E-003
rn6l30u14.0mu7.0dt0.05r1.out: Average SAF_zz =  0.659621073311705       +-   1.091638473767407E-002
rn6l30u14.0mu7.2dt0.05r1.out: Average SAF_zz =  0.625031109303674       +-   7.945638561571105E-003
rn6l30u14.0mu7.4dt0.05r1.out: Average SAF_zz =  0.581883309850512       +-   5.674875046689724E-003
rn6l30u14.0mu7.6dt0.05r1.out: Average SAF_zz =  0.552299634424485       +-   8.381767547600543E-003
rn6l30u14.0mu7.8dt0.05r1.out: Average SAF_zz =  0.523748356905271       +-   5.049549653360171E-003
rn6l30u14.0mu8.0dt0.05r1.out: Average SAF_zz =  0.488914496318076       +-   5.228943650424062E-003
rn6l30u14.0mu8.2dt0.05r1.out: Average SAF_zz =  0.454035348628927       +-   3.002155757052631E-003
rn6l30u14.0mu8.4dt0.05r1.out: Average SAF_zz =  0.428972654802302       +-   3.950288415475987E-003
rn6l30u14.0mu8.6dt0.05r1.out: Average SAF_zz =  0.398433127870805       +-   2.311093928995842E-003
rn6l30u14.0mu8.8dt0.05r1.out: Average SAF_zz =  0.364494067137402       +-   2.805131983836017E-003
rn6l30u14.0mu9.0dt0.05r1.out: Average SAF_zz =  0.340651539489225       +-   2.341656383524760E-003
rn6l30u14.0mu9.2dt0.05r1.out: Average SAF_zz =  0.313829898263308       +-   1.253987312696067E-003
rn6l30u14.0mu9.4dt0.05r1.out: Average SAF_zz =  0.284726823951035       +-   1.762613627155265E-003
rn6l30u14.0mu9.6dt0.05r1.out: Average SAF_zz =  0.262149472921807       +-   8.404183918960974E-004
rn6l30u14.0mu9.8dt0.05r1.out: Average SAF_zz =  0.239095962284267       +-   1.076570530409371E-003
