 -12.000      0.000000    0.00000000      Infinity    0.00000505      Infinity    0.00000087
 -11.800      0.000000    0.00000000      Infinity    0.00000505      Infinity    0.00000087
 -11.600      0.000001    0.00000000      0.812399    0.00000505      0.812398    0.00000087
 -11.400      0.000001    0.00000000      1.394096    0.00000505      1.394091    0.00000087
 -11.200      0.000002    0.00000000      1.194647    0.00000505      1.194639    0.00000087
 -11.000      0.000004    0.00000001      1.026167    0.00000505      1.026157    0.00000087
 -10.800      0.000007    0.00000002      1.006816    0.00000505      1.006800    0.00000087
 -10.600      0.000012    0.00000003      1.008074    0.00000505      1.008036    0.00000087
 -10.400      0.000021    0.00000004      0.986394    0.00000505      0.986349    0.00000087
 -10.200      0.000036    0.00000007      0.987001    0.00000505      0.986905    0.00000088
 -10.000      0.000061    0.00000009      0.999282    0.00000505      0.999133    0.00000088
  -9.800      0.000104    0.00000017      1.003123    0.00000505      1.002844    0.00000089
  -9.600      0.000179    0.00000043      0.998614    0.00000507      0.998135    0.00000097
  -9.400      0.000304    0.00000041      1.001366    0.00000507      1.000595    0.00000096
  -9.200      0.000515    0.00000111      1.000626    0.00000517      0.999310    0.00000141
  -9.000      0.000870    0.00000137      0.999618    0.00000523      0.997332    0.00000162
  -8.800      0.001445    0.00000319      0.999841    0.00000597      0.996109    0.00000329
  -8.600      0.002348    0.00000345      1.000298    0.00000605      0.994125    0.00000352
  -8.400      0.003733    0.00000578      1.000371    0.00000765      0.990987    0.00000572
  -8.200      0.005737    0.00000830      1.000571    0.00000971      0.986707    0.00000821
  -8.000      0.008501    0.00001077      1.000796    0.00001189      0.981358    0.00001056
  -7.800      0.012193    0.00001614      1.001150    0.00001698      0.975398    0.00001571
  -7.600      0.017045    0.00002459      1.001617    0.00002508      0.969432    0.00002342
  -7.400      0.023366    0.00002135      1.002259    0.00002193      0.963276    0.00002035
  -7.200      0.031417    0.00004641      1.002980    0.00004656      0.957405    0.00004436
  -7.000      0.041026    0.00003568      1.004113    0.00003617      0.952275    0.00003349
  -6.800      0.052162    0.00004805      1.005242    0.00004943      0.946361    0.00004305
  -6.600      0.064551    0.00004282      1.006619    0.00004303      0.940214    0.00004174
  -6.400      0.078299    0.00005140      1.008088    0.00005269      0.934413    0.00004872
  -6.200      0.093592    0.00003931      1.010431    0.00003917      0.925935    0.00003857
  -6.000      0.110563    0.00005613      1.012201    0.00005703      0.919364    0.00005333
  -5.800      0.128983    0.00002473      1.014119    0.00002587      0.909886    0.00003065
  -5.600      0.148238    0.00005075      1.017994    0.00005156      0.901721    0.00004442
  -5.400      0.168067    0.00005888      1.020269    0.00006224      0.892710    0.00006076
  -5.200      0.188705    0.00007100      1.023614    0.00008122      0.882931    0.00006359
  -5.000      0.210257    0.00002758      1.027298    0.00002361      0.873968    0.00004435
  -4.800      0.233385    0.00006929      1.030626    0.00008298      0.860168    0.00007644
  -4.600      0.257869    0.00011867      1.035483    0.00013522      0.846728    0.00010499
  -4.400      0.283588    0.00009379      1.041150    0.00009628      0.831374    0.00010508
  -4.200      0.310726    0.00007281      1.045743    0.00009766      0.817182    0.00004832
  -4.000      0.339736    0.00006224      1.054432    0.00007760      0.803101    0.00009286
  -3.800      0.370612    0.00006469      1.061964    0.00009874      0.791047    0.00006388
  -3.600      0.403287    0.00009738      1.072776    0.00013554      0.781824    0.00013290
  -3.400      0.437150    0.00011898      1.082172    0.00014081      0.768827    0.00017336
  -3.200      0.471977    0.00012708      1.093535    0.00014085      0.759447    0.00016804
  -3.000      0.506704    0.00013674      1.106780    0.00019468      0.746082    0.00011513
  -2.800      0.542133    0.00011350      1.126954    0.00014160      0.731701    0.00013688
  -2.600      0.577659    0.00008878      1.146465    0.00010953      0.720391    0.00016513
  -2.400      0.613395    0.00003713      1.173765    0.00017718      0.701791    0.00014488
  -2.200      0.648860    0.00007102      1.204194    0.00025446      0.687457    0.00024784
  -2.000      0.684425    0.00006307      1.242985    0.00011949      0.667942    0.00021704
  -1.800      0.719088    0.00006198      1.290358    0.00029177      0.650832    0.00027629
  -1.600      0.753296    0.00002849      1.336394    0.00037107      0.632779    0.00026589
  -1.400      0.786827    0.00005979      1.405809    0.00046146      0.614038    0.00028907
  -1.200      0.819592    0.00006400      1.486614    0.00046462      0.593219    0.00033641
  -1.000      0.851494    0.00006818      1.592039    0.00079874      0.580145    0.00028568
  -0.800      0.882705    0.00003554      1.711753    0.00109899      0.557794    0.00044208
  -0.600      0.912978    0.00004288      1.814211    0.00096866      0.544876    0.00059879
  -0.400      0.942561    0.00003573      1.908242    0.00135009      0.528466    0.00045871
  -0.200      0.971512    0.00003572      1.989474    0.00193198      0.515532    0.00034195
   0.000      1.000000    0.00000000      1.988684    0.00125200      0.501254    0.00036955
   0.200      1.028488    0.00003572      1.879262    0.00193198      0.486973    0.00034195
   0.400      1.057439    0.00003573      1.700935    0.00135009      0.471055    0.00045871
   0.600      1.087022    0.00004288      1.523736    0.00096866      0.457635    0.00059879
   0.800      1.117295    0.00003554      1.352349    0.00109899      0.440678    0.00044208
   1.000      1.148506    0.00006818      1.180326    0.00079874      0.430115    0.00028568
   1.200      1.180408    0.00006400      1.032200    0.00046462      0.411889    0.00033641
   1.400      1.213173    0.00005979      0.911765    0.00046146      0.398246    0.00028907
   1.600      1.246704    0.00002849      0.807490    0.00037107      0.382344    0.00026589
   1.800      1.280912    0.00006198      0.724391    0.00029177      0.365369    0.00027629
   2.000      1.315575    0.00006307      0.646660    0.00011949      0.347495    0.00021704
   2.200      1.351140    0.00007102      0.578292    0.00025446      0.330139    0.00024784
   2.400      1.386605    0.00003713      0.519241    0.00017718      0.310452    0.00014488
   2.600      1.422341    0.00008878      0.465617    0.00010953      0.292574    0.00016513
   2.800      1.457867    0.00011350      0.419077    0.00014160      0.272096    0.00013688
   3.000      1.493296    0.00013674      0.375552    0.00019468      0.253160    0.00011513
   3.200      1.528023    0.00012708      0.337772    0.00014085      0.234579    0.00016804
   3.400      1.562850    0.00011898      0.302698    0.00014081      0.215051    0.00017336
   3.600      1.596713    0.00009738      0.270955    0.00013554      0.197468    0.00013290
   3.800      1.629388    0.00006469      0.241549    0.00009874      0.179927    0.00006388
   4.000      1.660264    0.00006224      0.215766    0.00007760      0.164337    0.00009286
   4.200      1.689274    0.00007281      0.192355    0.00009766      0.150313    0.00004832
   4.400      1.716412    0.00009379      0.172020    0.00009628      0.137361    0.00010508
   4.600      1.742131    0.00011867      0.153272    0.00013522      0.125332    0.00010499
