 -12.000      0.000000    0.00000000      Infinity    0.00000071      Infinity    0.00000027
 -11.800      0.000000    0.00000000      Infinity    0.00000071      Infinity    0.00000027
 -11.600      0.000000    0.00000000      Infinity    0.00000071      Infinity    0.00000027
 -11.400      0.000000    0.00000000      Infinity    0.00000071      Infinity    0.00000027
 -11.200      0.000000    0.00000000      Infinity    0.00000071      Infinity    0.00000027
 -11.000      0.000001    0.00000000      0.666124    0.00000071      0.666123    0.00000027
 -10.800      0.000001    0.00000000      1.097099    0.00000071      1.097096    0.00000027
 -10.600      0.000002    0.00000000      0.904494    0.00000071      0.904490    0.00000027
 -10.400      0.000003    0.00000000      0.994004    0.00000071      0.993996    0.00000027
 -10.200      0.000005    0.00000001      0.983694    0.00000071      0.983681    0.00000027
 -10.000      0.000008    0.00000001      1.013386    0.00000071      1.013364    0.00000027
  -9.800      0.000013    0.00000001      1.027667    0.00000071      1.027631    0.00000027
  -9.600      0.000022    0.00000002      1.000380    0.00000071      1.000322    0.00000027
  -9.400      0.000036    0.00000003      1.008088    0.00000071      1.007993    0.00000027
  -9.200      0.000060    0.00000006      0.996014    0.00000071      0.995859    0.00000028
  -9.000      0.000098    0.00000006      1.003782    0.00000071      1.003526    0.00000028
  -8.800      0.000162    0.00000013      0.997639    0.00000072      0.997220    0.00000030
  -8.600      0.000265    0.00000024      1.000009    0.00000075      0.999321    0.00000036
  -8.400      0.000434    0.00000041      0.998987    0.00000082      0.997864    0.00000049
  -8.200      0.000707    0.00000053      1.000151    0.00000088      0.998327    0.00000059
  -8.000      0.001139    0.00000104      1.000079    0.00000126      0.997157    0.00000107
  -7.800      0.001822    0.00000141      1.000364    0.00000157      0.995740    0.00000142
  -7.600      0.002864    0.00000150      1.000039    0.00000166      0.992869    0.00000150
  -7.400      0.004393    0.00000271      1.000227    0.00000281      0.989527    0.00000269
  -7.200      0.006563    0.00000209      1.000391    0.00000220      0.985030    0.00000205
  -7.000      0.009536    0.00000654      1.000617    0.00000659      0.979542    0.00000638
  -6.800      0.013519    0.00000747      1.000893    0.00000752      0.973362    0.00000725
  -6.600      0.018685    0.00001585      1.001238    0.00001591      0.966763    0.00001510
  -6.400      0.025370    0.00001297      1.001719    0.00001301      0.960271    0.00001212
  -6.200      0.033759    0.00001402      1.002341    0.00001400      0.953264    0.00001358
  -6.000      0.043807    0.00002544      1.003127    0.00002559      0.946124    0.00002355
  -5.800      0.055420    0.00001892      1.004076    0.00001943      0.938839    0.00001618
  -5.600      0.068535    0.00002753      1.005090    0.00002785      0.930569    0.00002535
  -5.400      0.083196    0.00002419      1.006314    0.00002489      0.921676    0.00002044
  -5.200      0.099671    0.00002529      1.007658    0.00002612      0.912306    0.00002137
  -5.000      0.117902    0.00002786      1.009396    0.00002793      0.901318    0.00003000
  -4.800      0.137387    0.00001838      1.011303    0.00001780      0.891006    0.00001500
  -4.600      0.158070    0.00003511      1.013079    0.00003637      0.879386    0.00003394
  -4.400      0.179545    0.00003065      1.015886    0.00003270      0.866849    0.00002866
  -4.200      0.202191    0.00005183      1.017645    0.00005794      0.853648    0.00004248
  -4.000      0.226414    0.00003525      1.020541    0.00003731      0.837185    0.00004133
  -3.800      0.252195    0.00004169      1.024699    0.00004084      0.822361    0.00004750
  -3.600      0.279885    0.00005172      1.028380    0.00006060      0.805155    0.00003920
  -3.400      0.309409    0.00003531      1.031992    0.00004226      0.787068    0.00004313
  -3.200      0.341164    0.00004997      1.037388    0.00005687      0.768937    0.00006198
  -3.000      0.375480    0.00004306      1.043949    0.00005181      0.752057    0.00004907
  -2.800      0.412162    0.00005403      1.050998    0.00007671      0.736453    0.00005793
  -2.600      0.450915    0.00004271      1.060508    0.00005403      0.719211    0.00005721
  -2.400      0.491108    0.00006525      1.069360    0.00009901      0.701909    0.00006649
  -2.200      0.532423    0.00004567      1.083541    0.00006701      0.683965    0.00005222
  -2.000      0.574620    0.00005681      1.095456    0.00009247      0.664355    0.00007051
  -1.800      0.617739    0.00003325      1.113265    0.00012328      0.643659    0.00008627
  -1.600      0.661598    0.00005644      1.131482    0.00008500      0.621982    0.00008518
  -1.400      0.705984    0.00004480      1.152993    0.00016524      0.597987    0.00014259
  -1.200      0.750221    0.00002299      1.178279    0.00020162      0.574584    0.00013201
  -1.000      0.793946    0.00002693      1.202179    0.00017796      0.551391    0.00009936
  -0.800      0.836655    0.00002229      1.231119    0.00010039      0.529509    0.00010437
  -0.600      0.878459    0.00002346      1.251539    0.00036484      0.507421    0.00011543
  -0.400      0.919388    0.00001205      1.257578    0.00026461      0.487661    0.00009603
  -0.200      0.959815    0.00000719      1.243209    0.00027096      0.467455    0.00011298
   0.000      1.000000    0.00000000      1.216338    0.00022258      0.449888    0.00008982
   0.200      1.040185    0.00000719      1.147152    0.00027096      0.431337    0.00011298
   0.400      1.080612    0.00001205      1.069951    0.00026461      0.414903    0.00009603
   0.600      1.121541    0.00002346      0.980281    0.00036484      0.397443    0.00011543
   0.800      1.163345    0.00002229      0.885397    0.00010039      0.380812    0.00010437
   1.000      1.206054    0.00002693      0.791395    0.00017796      0.362981    0.00009936
   1.200      1.249779    0.00002299      0.707301    0.00020162      0.344913    0.00013201
   1.400      1.294016    0.00004480      0.629045    0.00016524      0.326247    0.00014259
   1.600      1.338402    0.00005644      0.559313    0.00008500      0.307458    0.00008518
   1.800      1.382261    0.00003325      0.497523    0.00012328      0.287654    0.00008627
   2.000      1.425380    0.00005681      0.441616    0.00009247      0.267825    0.00007051
   2.200      1.467577    0.00004567      0.393099    0.00006701      0.248136    0.00005222
   2.400      1.508892    0.00006525      0.348051    0.00009901      0.228454    0.00006649
   2.600      1.549085    0.00004271      0.308698    0.00005403      0.209351    0.00005721
   2.800      1.587838    0.00005403      0.272812    0.00007671      0.191164    0.00005793
   3.000      1.624520    0.00004306      0.241291    0.00005181      0.173825    0.00004907
   3.200      1.658836    0.00004997      0.213354    0.00005687      0.158143    0.00006198
   3.400      1.690591    0.00003531      0.188873    0.00004226      0.144048    0.00004313
   3.600      1.720115    0.00005172      0.167331    0.00006060      0.131009    0.00003920
   3.800      1.747805    0.00004169      0.147856    0.00004084      0.118660    0.00004750
   4.000      1.773586    0.00003525      0.130281    0.00003731      0.106874    0.00004133
   4.200      1.797809    0.00005183      0.114450    0.00005794      0.096006    0.00004248
   4.400      1.820455    0.00003065      0.100193    0.00003270      0.085494    0.00002866
   4.600      1.841930    0.00003511      0.086940    0.00003637      0.075467    0.00003394
   4.800      1.862613    0.00001838      0.074594    0.00001780      0.065721    0.00001500
   5.000      1.882098    0.00002786      0.063233    0.00002793      0.056462    0.00003000
   5.200      1.900329    0.00002529      0.052851    0.00002612      0.047850    0.00002137
   5.400      1.916804    0.00002419      0.043678    0.00002489      0.040004    0.00002044
   5.600      1.931465    0.00002753      0.035664    0.00002785      0.033020    0.00002535
   5.800      1.944580    0.00001892      0.028616    0.00001943      0.026757    0.00001618
   6.000      1.956193    0.00002544      0.022464    0.00002559      0.021188    0.00002355
   6.200      1.966241    0.00001402      0.017210    0.00001400      0.016367    0.00001358
   6.400      1.974630    0.00001297      0.012870    0.00001301      0.012338    0.00001212
   6.600      1.981315    0.00001585      0.009442    0.00001591      0.009117    0.00001510
   6.800      1.986481    0.00000747      0.006812    0.00000752      0.006624    0.00000725
   7.000      1.990464    0.00000654      0.004794    0.00000659      0.004693    0.00000638
   7.200      1.993437    0.00000209      0.003294    0.00000220      0.003243    0.00000205
   7.400      1.995607    0.00000271      0.002202    0.00000281      0.002178    0.00000269
   7.600      1.997136    0.00000150      0.001434    0.00000166      0.001424    0.00000150
   7.800      1.998178    0.00000141      0.000912    0.00000157      0.000908    0.00000142
   8.000      1.998861    0.00000104      0.000570    0.00000126      0.000568    0.00000107
   8.200      1.999293    0.00000053      0.000354    0.00000088      0.000353    0.00000059
   8.400      1.999566    0.00000041      0.000217    0.00000082      0.000217    0.00000049
   8.600      1.999735    0.00000024      0.000133    0.00000075      0.000132    0.00000036
   8.800      1.999838    0.00000013      0.000081    0.00000072      0.000081    0.00000030
   9.000      1.999902    0.00000006      0.000049    0.00000071      0.000049    0.00000028
   9.200      1.999940    0.00000006      0.000030    0.00000071      0.000030    0.00000028
   9.400      1.999964    0.00000003      0.000018    0.00000071      0.000018    0.00000027
