 -10.000      0.000000    0.00000000      Infinity    0.00000036      Infinity    0.00000013
  -9.800      0.000000    0.00000000      Infinity    0.00000036      Infinity    0.00000013
  -9.600      0.000000    0.00000000      Infinity    0.00000036      Infinity    0.00000013
  -9.400      0.000000    0.00000000      Infinity    0.00000036      Infinity    0.00000013
  -9.200      0.000001    0.00000000      0.869191    0.00000036      0.869188    0.00000013
  -9.000      0.000002    0.00000000      0.875461    0.00000036      0.875455    0.00000013
  -8.800      0.000004    0.00000000      0.880932    0.00000036      0.880922    0.00000013
  -8.600      0.000007    0.00000000      1.013587    0.00000036      1.013563    0.00000013
  -8.400      0.000014    0.00000001      1.019593    0.00000036      1.019544    0.00000013
  -8.200      0.000029    0.00000002      0.989116    0.00000036      0.989020    0.00000013
  -8.000      0.000058    0.00000003      0.994419    0.00000036      0.994226    0.00000013
  -7.800      0.000116    0.00000005      0.997023    0.00000036      0.996634    0.00000014
  -7.600      0.000231    0.00000010      0.998886    0.00000037      0.998111    0.00000016
  -7.400      0.000456    0.00000021      1.000368    0.00000042      0.998832    0.00000025
  -7.200      0.000888    0.00000031      0.999954    0.00000047      0.996974    0.00000034
  -7.000      0.001675    0.00000073      0.999915    0.00000081      0.994331    0.00000073
  -6.800      0.003009    0.00000125      1.000075    0.00000136      0.990181    0.00000123
  -6.600      0.005032    0.00000193      1.000161    0.00000195      0.983855    0.00000188
  -6.400      0.007809    0.00000222      1.000343    0.00000226      0.976157    0.00000214
  -6.200      0.011468    0.00000436      1.000461    0.00000436      0.967709    0.00000418
  -6.000      0.016503    0.00000320      1.000635    0.00000323      0.959206    0.00000303
  -5.800      0.023682    0.00000747      1.000957    0.00000755      0.950724    0.00000699
  -5.600      0.033421    0.00000736      1.001409    0.00000747      0.942077    0.00000689
  -5.400      0.045144    0.00000667      1.001943    0.00000667      0.933240    0.00000617
  -5.200      0.057807    0.00000864      1.002527    0.00000860      0.924062    0.00000738
  -5.000      0.071332    0.00001386      1.003149    0.00001376      0.914696    0.00001231
  -4.800      0.087076    0.00001155      1.004011    0.00001185      0.903701    0.00000955
  -4.600      0.106149    0.00001008      1.005061    0.00001078      0.890858    0.00000899
  -4.400      0.127804    0.00001556      1.006265    0.00001534      0.876841    0.00001343
  -4.200      0.149910    0.00001309      1.007561    0.00001253      0.862871    0.00001475
  -4.000      0.171178    0.00001439      1.008643    0.00001563      0.849709    0.00001218
  -3.800      0.192704    0.00001794      1.010178    0.00001812      0.835690    0.00001699
  -3.600      0.216620    0.00001998      1.011680    0.00002053      0.819078    0.00002145
  -3.400      0.243511    0.00001890      1.013818    0.00001953      0.799340    0.00002378
  -3.200      0.272166    0.00002151      1.015916    0.00002273      0.777120    0.00001601
  -3.000      0.301576    0.00001222      1.018154    0.00001466      0.755513    0.00001427
  -2.800      0.333290    0.00002399      1.021321    0.00002478      0.735516    0.00002750
  -2.600      0.370117    0.00001422      1.025030    0.00001486      0.716100    0.00001963
  -2.400      0.413060    0.00002630      1.029506    0.00003566      0.695976    0.00002619
  -2.200      0.459733    0.00002898      1.035038    0.00004117      0.675481    0.00003206
  -1.800      0.552696    0.00001826      1.048241    0.00003688      0.634003    0.00003801
  -1.600      0.599980    0.00002475      1.057196    0.00004078      0.610330    0.00003423
  -1.400      0.651613    0.00003164      1.066557    0.00006002      0.582215    0.00003183
  -1.200      0.707556    0.00001815      1.079312    0.00004187      0.553201    0.00005776
  -1.000      0.764338    0.00002208      1.095424    0.00006326      0.521831    0.00004166
  -0.800      0.817558    0.00001036      1.108136    0.00007243      0.493494    0.00005707
  -0.600      0.865610    0.00001226      1.121096    0.00009505      0.469612    0.00003506
  -0.400      0.910132    0.00001000      1.125550    0.00007420      0.449789    0.00005984
  -0.200      0.954495    0.00000601      1.120293    0.00013225      0.431088    0.00004734
   0.000      1.000000    0.00000000      1.081276    0.00013281      0.412900    0.00006472
   0.200      1.045505    0.00000601      1.022772    0.00013225      0.393563    0.00004734
   0.400      1.089868    0.00001000      0.939929    0.00007420      0.375612    0.00005984
   0.600      1.134390    0.00001226      0.855466    0.00009505      0.358343    0.00003506
   0.800      1.182442    0.00001036      0.766182    0.00007243      0.341209    0.00005707
   1.000      1.235662    0.00002208      0.677591    0.00006326      0.322786    0.00004166
   1.200      1.292444    0.00001815      0.590876    0.00004187      0.302853    0.00005776
   1.400      1.348387    0.00003164      0.515417    0.00006002      0.281358    0.00003183
   1.600      1.400020    0.00002475      0.453062    0.00004078      0.261557    0.00003423
   1.800      1.447304    0.00001826      0.400302    0.00003688      0.242113    0.00003801
   2.200      1.540267    0.00002898      0.308934    0.00004117      0.201615    0.00003206
   2.400      1.586940    0.00002630      0.267967    0.00003566      0.181154    0.00002619
   2.600      1.629883    0.00001422      0.232766    0.00001486      0.162613    0.00001963
   2.800      1.666710    0.00002399      0.204232    0.00002478      0.147080    0.00002750
   3.000      1.698424    0.00001222      0.180786    0.00001466      0.134151    0.00001427
   3.200      1.727834    0.00002151      0.160026    0.00002273      0.122411    0.00001601
   3.400      1.756489    0.00001890      0.140551    0.00001953      0.110817    0.00002378
   3.600      1.783380    0.00001998      0.122885    0.00002053      0.099490    0.00002145
   3.800      1.807296    0.00001794      0.107711    0.00001812      0.089106    0.00001699
   4.000      1.828822    0.00001439      0.094409    0.00001563      0.079533    0.00001218
   4.200      1.850090    0.00001309      0.081641    0.00001253      0.069917    0.00001475
   4.400      1.872196    0.00001556      0.068692    0.00001534      0.059857    0.00001343
   4.600      1.893851    0.00001008      0.056333    0.00001078      0.049932    0.00000899
   4.800      1.912924    0.00001155      0.045702    0.00001185      0.041136    0.00000955
   5.000      1.928668    0.00001386      0.037102    0.00001376      0.033830    0.00001231
   5.200      1.942193    0.00000864      0.029839    0.00000860      0.027504    0.00000738
   5.400      1.954856    0.00000667      0.023138    0.00000667      0.021552    0.00000617
   5.600      1.966579    0.00000736      0.017018    0.00000747      0.016010    0.00000689
   5.800      1.976318    0.00000747      0.011994    0.00000755      0.011392    0.00000699
   6.000      1.983497    0.00000320      0.008325    0.00000323      0.007981    0.00000303
   6.200      1.988532    0.00000436      0.005770    0.00000436      0.005581    0.00000418
   6.400      1.992191    0.00000222      0.003921    0.00000226      0.003826    0.00000214
   6.600      1.994968    0.00000193      0.002523    0.00000195      0.002482    0.00000188
   6.800      1.996991    0.00000125      0.001507    0.00000136      0.001492    0.00000123
   7.000      1.998325    0.00000073      0.000838    0.00000081      0.000833    0.00000073
   7.200      1.999112    0.00000031      0.000444    0.00000047      0.000443    0.00000034
   7.400      1.999544    0.00000021      0.000228    0.00000042      0.000228    0.00000025
   7.600      1.999769    0.00000010      0.000115    0.00000037      0.000115    0.00000016
   7.800      1.999884    0.00000005      0.000058    0.00000036      0.000058    0.00000014
   8.000      1.999942    0.00000003      0.000029    0.00000036      0.000029    0.00000013
   8.200      1.999971    0.00000002      0.000014    0.00000036      0.000014    0.00000013
   8.400      1.999986    0.00000001      0.000007    0.00000036      0.000007    0.00000013
   8.600      1.999993    0.00000000      0.000004    0.00000036      0.000004    0.00000013
   8.800      1.999996    0.00000000      0.000002    0.00000036      0.000002    0.00000013
   9.000      1.999998    0.00000000      0.000001    0.00000036      0.000001    0.00000013
   9.200      1.999999    0.00000000      0.000000    0.00000036      0.000000    0.00000013
   9.400      2.000000    0.00000000      0.000000    0.00000036      0.000000    0.00000013
   9.600      2.000000    0.00000000      0.000000    0.00000036      0.000000    0.00000013
   9.800      2.000000    0.00000000      0.000000    0.00000036      0.000000    0.00000013
  10.000      2.000000    0.00000000      0.000000    0.00000036      0.000000    0.00000013
