 -12.000      0.000000    0.00000000      Infinity    0.00000015      Infinity    0.00000006
 -11.800      0.000000    0.00000000      Infinity    0.00000015      Infinity    0.00000006
 -11.600      0.000000    0.00000000      Infinity    0.00000015      Infinity    0.00000006
 -11.400      0.000000    0.00000000      Infinity    0.00000015      Infinity    0.00000006
 -11.200      0.000000    0.00000000      Infinity    0.00000015      Infinity    0.00000006
 -11.000      0.000000    0.00000000      Infinity    0.00000015      Infinity    0.00000006
 -10.800      0.000000    0.00000000      Infinity    0.00000015      Infinity    0.00000006
 -10.600      0.000001    0.00000000      0.518023    0.00000015      0.518023    0.00000006
 -10.400      0.000001    0.00000000      0.854507    0.00000015      0.854505    0.00000006
 -10.200      0.000001    0.00000000      1.407848    0.00000015      1.407843    0.00000006
 -10.000      0.000002    0.00000000      1.162011    0.00000015      1.162003    0.00000006
  -9.800      0.000004    0.00000000      0.956600    0.00000015      0.956590    0.00000006
  -9.600      0.000006    0.00000000      1.052320    0.00000015      1.052302    0.00000006
  -9.400      0.000010    0.00000000      1.040274    0.00000015      1.040244    0.00000006
  -9.200      0.000017    0.00000001      1.008178    0.00000015      1.008130    0.00000006
  -9.000      0.000028    0.00000001      1.009548    0.00000015      1.009470    0.00000006
  -8.800      0.000047    0.00000002      0.989398    0.00000015      0.989272    0.00000006
  -8.600      0.000077    0.00000003      0.995853    0.00000015      0.995645    0.00000007
  -8.400      0.000126    0.00000004      1.001015    0.00000015      1.000672    0.00000007
  -8.200      0.000207    0.00000007      1.000296    0.00000016      0.999732    0.00000009
  -8.000      0.000339    0.00000021      1.000448    0.00000025      0.999528    0.00000021
  -7.800      0.000554    0.00000027      1.000406    0.00000030      0.998905    0.00000027
  -7.600      0.000899    0.00000032      1.000049    0.00000035      0.997629    0.00000033
  -7.400      0.001444    0.00000066      1.000378    0.00000068      0.996518    0.00000066
  -7.200      0.002292    0.00000115      1.000076    0.00000116      0.994029    0.00000114
  -7.000      0.003568    0.00000092      1.000203    0.00000093      0.990983    0.00000091
  -6.800      0.005415    0.00000216      1.000216    0.00000217      0.986675    0.00000212
  -6.600      0.007987    0.00000203      1.000266    0.00000203      0.981244    0.00000196
  -6.400      0.011467    0.00000469      1.000488    0.00000469      0.975015    0.00000455
  -6.200      0.016076    0.00000829      1.000672    0.00000830      0.968066    0.00000800
  -6.000      0.022093    0.00000710      1.000927    0.00000715      0.960784    0.00000680
  -5.800      0.029783    0.00000907      1.001257    0.00000911      0.953132    0.00000859
  -5.600      0.039268    0.00000964      1.001707    0.00000963      0.945150    0.00000914
  -5.400      0.050469    0.00001227      1.002242    0.00001236      0.936667    0.00001156
  -5.200      0.063286    0.00001067      1.002853    0.00001073      0.927503    0.00000995
  -5.000      0.077746    0.00001388      1.003687    0.00001422      0.917241    0.00001296
  -4.800      0.094059    0.00001643      1.004434    0.00001651      0.906413    0.00001645
  -4.600      0.112303    0.00001616      1.005426    0.00001715      0.893989    0.00001382
  -4.400      0.132213    0.00001783      1.006536    0.00001815      0.881392    0.00001547
  -4.200      0.153395    0.00001870      1.007604    0.00001918      0.867765    0.00001691
  -4.000      0.175614    0.00001999      1.009068    0.00002013      0.853355    0.00001779
  -3.800      0.199108    0.00002405      1.010805    0.00002542      0.837659    0.00002379
  -3.600      0.224151    0.00001866      1.012650    0.00001901      0.820507    0.00001310
  -3.400      0.251261    0.00003596      1.014744    0.00003810      0.801725    0.00002724
  -3.200      0.280416    0.00002120      1.017063    0.00002200      0.782011    0.00002281
  -3.000      0.311877    0.00002345      1.019796    0.00002582      0.761798    0.00002701
  -2.800      0.346082    0.00002256      1.022888    0.00002383      0.741117    0.00002746
  -2.600      0.383517    0.00002357      1.026624    0.00002545      0.720855    0.00001862
  -2.400      0.424157    0.00003153      1.031320    0.00003463      0.700594    0.00003964
  -2.200      0.467511    0.00003580      1.036164    0.00004671      0.680376    0.00003599
  -2.000      0.512748    0.00002687      1.043742    0.00003379      0.659488    0.00004270
  -1.800      0.559532    0.00002161      1.048782    0.00004285      0.636654    0.00003044
  -1.600      0.607875    0.00002514      1.058982    0.00002783      0.612783    0.00006238
  -1.400      0.657872    0.00002146      1.066568    0.00003902      0.585884    0.00003814
  -1.200      0.709017    0.00001882      1.077411    0.00007122      0.559963    0.00005005
  -1.000      0.760376    0.00001149      1.091458    0.00005084      0.533290    0.00006419
  -0.800      0.810824    0.00001425      1.095545    0.00005414      0.507773    0.00005376
  -0.600      0.859665    0.00001196      1.100675    0.00009915      0.484063    0.00005403
  -0.400      0.907124    0.00000582      1.093020    0.00010562      0.462327    0.00004765
  -0.200      0.953723    0.00000312      1.070332    0.00008994      0.441623    0.00006344
   0.000      1.000000    0.00000000      1.034088    0.00009438      0.422046    0.00006102
   0.200      1.046277    0.00000312      0.975650    0.00008994      0.402557    0.00006344
   0.400      1.092876    0.00000582      0.907244    0.00010562      0.383747    0.00004765
   0.600      1.140335    0.00001196      0.829766    0.00009915      0.364921    0.00005403
   0.800      1.189176    0.00001425      0.746983    0.00005414      0.346218    0.00005376
   1.000      1.239624    0.00001149      0.669492    0.00005084      0.327116    0.00006419
   1.200      1.290983    0.00001882      0.591722    0.00007122      0.307536    0.00005005
   1.400      1.342128    0.00002146      0.522800    0.00003902      0.287183    0.00003814
   1.600      1.392125    0.00002514      0.462407    0.00002783      0.267573    0.00006238
   1.800      1.440468    0.00002161      0.407386    0.00004285      0.247300    0.00003044
   2.000      1.487252    0.00002687      0.359843    0.00003379      0.227367    0.00004270
   2.200      1.532489    0.00003580      0.316099    0.00004671      0.207560    0.00003599
   2.400      1.575843    0.00003153      0.277592    0.00003463      0.188573    0.00003964
   2.600      1.616483    0.00002357      0.243571    0.00002545      0.171026    0.00001862
   2.800      1.653918    0.00002256      0.214039    0.00002383      0.155079    0.00002746
   3.000      1.688123    0.00002345      0.188405    0.00002582      0.140741    0.00002701
   3.200      1.719584    0.00002120      0.165854    0.00002200      0.127524    0.00002281
   3.400      1.748739    0.00003596      0.145800    0.00003810      0.115193    0.00002724
   3.600      1.775849    0.00001866      0.127819    0.00001901      0.103566    0.00001310
   3.800      1.800892    0.00002405      0.111755    0.00002542      0.092612    0.00002379
   4.000      1.824386    0.00001999      0.097132    0.00002013      0.082143    0.00001779
   4.200      1.846605    0.00001870      0.083700    0.00001918      0.072084    0.00001691
   4.400      1.867787    0.00001783      0.071249    0.00001815      0.062390    0.00001547
   4.600      1.887697    0.00001616      0.059815    0.00001715      0.053185    0.00001382
   4.800      1.905941    0.00001643      0.049569    0.00001651      0.044732    0.00001645
   5.000      1.922254    0.00001388      0.040594    0.00001422      0.037098    0.00001296
   5.200      1.936714    0.00001067      0.032770    0.00001073      0.030308    0.00000995
   5.400      1.949531    0.00001227      0.025946    0.00001236      0.024248    0.00001156
   5.600      1.960732    0.00000964      0.020061    0.00000963      0.018929    0.00000914
   5.800      1.970217    0.00000907      0.015136    0.00000911      0.014408    0.00000859
   6.000      1.977907    0.00000710      0.011180    0.00000715      0.010732    0.00000680
   6.200      1.983924    0.00000829      0.008109    0.00000830      0.007844    0.00000800
   6.400      1.988533    0.00000469      0.005769    0.00000469      0.005622    0.00000455
   6.600      1.992013    0.00000203      0.004011    0.00000203      0.003934    0.00000196
   6.800      1.994585    0.00000216      0.002715    0.00000217      0.002679    0.00000212
   7.000      1.996432    0.00000092      0.001788    0.00000093      0.001771    0.00000091
   7.200      1.997708    0.00000115      0.001147    0.00000116      0.001140    0.00000114
   7.400      1.998556    0.00000066      0.000723    0.00000068      0.000720    0.00000066
   7.600      1.999101    0.00000032      0.000450    0.00000035      0.000449    0.00000033
   7.800      1.999446    0.00000027      0.000277    0.00000030      0.000277    0.00000027
   8.000      1.999661    0.00000021      0.000170    0.00000025      0.000169    0.00000021
   8.200      1.999793    0.00000007      0.000104    0.00000016      0.000103    0.00000009
   8.400      1.999874    0.00000004      0.000063    0.00000015      0.000063    0.00000007
   8.600      1.999923    0.00000003      0.000038    0.00000015      0.000038    0.00000007
   8.800      1.999953    0.00000002      0.000023    0.00000015      0.000023    0.00000006
   9.000      1.999972    0.00000001      0.000014    0.00000015      0.000014    0.00000006
   9.200      1.999983    0.00000001      0.000009    0.00000015      0.000009    0.00000006
   9.400      1.999990    0.00000000      0.000005    0.00000015      0.000005    0.00000006
   9.600      1.999994    0.00000000      0.000003    0.00000015      0.000003    0.00000006
   9.800      1.999996    0.00000000      0.000002    0.00000015      0.000002    0.00000006
  10.000      1.999998    0.00000000      0.000001    0.00000015      0.000001    0.00000006
  10.200      1.999999    0.00000000      0.000001    0.00000015      0.000001    0.00000006
  10.400      1.999999    0.00000000      0.000000    0.00000015      0.000000    0.00000006
  10.600      1.999999    0.00000000      0.000000    0.00000015      0.000000    0.00000006
  10.800      2.000000    0.00000000      0.000000    0.00000015      0.000000    0.00000006
  11.000      2.000000    0.00000000      0.000000    0.00000015      0.000000    0.00000006
  11.200      2.000000    0.00000000      0.000000    0.00000015      0.000000    0.00000006
  11.400      2.000000    0.00000000      0.000000    0.00000015      0.000000    0.00000006
  11.600      2.000000    0.00000000      0.000000    0.00000015      0.000000    0.00000006
  11.800      2.000000    0.00000000      0.000000    0.00000015      0.000000    0.00000006
  12.000      2.000000    0.00000000      0.000000    0.00000015      0.000000    0.00000006
