 -12.000      0.000000    0.00000000      Infinity    0.00000076      Infinity    0.00000032
 -11.800      0.000000    0.00000000      Infinity    0.00000076      Infinity    0.00000032
 -11.600      0.000001    0.00000000      0.715217    0.00000076      0.715216    0.00000032
 -11.400      0.000001    0.00000000      1.066694    0.00000076      1.066692    0.00000032
 -11.200      0.000002    0.00000000      0.795908    0.00000076      0.795905    0.00000032
 -11.000      0.000002    0.00000000      1.187366    0.00000076      1.187360    0.00000032
 -10.800      0.000004    0.00000000      0.885523    0.00000076      0.885517    0.00000032
 -10.600      0.000005    0.00000000      1.056536    0.00000076      1.056524    0.00000032
 -10.400      0.000008    0.00000000      0.985601    0.00000076      0.985585    0.00000032
 -10.200      0.000012    0.00000001      0.979598    0.00000076      0.979573    0.00000032
 -10.000      0.000018    0.00000000      0.973941    0.00000076      0.973905    0.00000032
  -9.800      0.000026    0.00000001      1.005546    0.00000076      1.005490    0.00000032
  -9.600      0.000039    0.00000002      1.000343    0.00000076      1.000260    0.00000032
  -9.400      0.000058    0.00000002      1.002239    0.00000076      1.002115    0.00000032
  -9.200      0.000087    0.00000004      0.996006    0.00000076      0.995822    0.00000032
  -9.000      0.000129    0.00000005      1.000965    0.00000076      1.000689    0.00000032
  -8.800      0.000192    0.00000008      1.002531    0.00000076      1.002121    0.00000033
  -8.600      0.000286    0.00000010      0.999959    0.00000076      0.999351    0.00000033
  -8.400      0.000425    0.00000016      1.000813    0.00000077      0.999911    0.00000036
  -8.200      0.000630    0.00000025      1.000549    0.00000080      0.999218    0.00000041
  -8.000      0.000933    0.00000023      0.999883    0.00000079      0.997922    0.00000039
  -7.800      0.001374    0.00000050      1.000392    0.00000091      0.997516    0.00000059
  -7.600      0.002014    0.00000094      1.000289    0.00000121      0.996123    0.00000099
  -7.400      0.002930    0.00000123      0.999985    0.00000144      0.994018    0.00000126
  -7.200      0.004217    0.00000151      1.000223    0.00000169      0.991818    0.00000153
  -7.000      0.006000    0.00000154      1.000196    0.00000172      0.988556    0.00000155
  -6.800      0.008411    0.00000386      1.000353    0.00000393      0.984675    0.00000379
  -6.600      0.011604    0.00000437      1.000453    0.00000443      0.979869    0.00000425
  -6.400      0.015758    0.00000477      1.000690    0.00000484      0.974487    0.00000466
  -6.200      0.021064    0.00000683      1.000883    0.00000690      0.968380    0.00000663
  -6.000      0.027679    0.00000847      1.001191    0.00000852      0.961789    0.00000804
