1.6	1.094296	2.9293E-4	2.479861	0.15312617	0.525528	0.05125631
1.8	1.115019	4.5595E-4	1.898293	0.10484713	0.543535	0.04698583
2	1.136989	2.4358E-4	1.560268	0.0574077	0.496028	0.03777817
2.2	1.159627	3.3384E-4	1.343377	0.08932239	0.525344	0.06156407
2.4	1.183306	3.8229E-4	1.23365	0.08368284	0.485781	0.04503998
2.6	1.208014	1.8711E-4	1.038384	0.03838296	0.485758	0.02817175
2.8	1.232467	2.8488E-4	0.930216	0.04227297	0.458644	0.02767133
3	1.258485	3.2423E-4	0.837018	0.02639141	0.425441	0.02297778
3.2	1.284839	2.5647E-4	0.72248	0.01267194	0.4196	0.013431
3.4	1.311279	1.7147E-4	0.693683	0.01179025	0.401687	0.00983025
3.6	1.338823	1.545E-4	0.616001	0.01122885	0.375967	0.00899894
3.8	1.367373	1.5008E-4	0.5601	0.00509647	0.365357	0.00500715
4	1.396137	2.6165E-4	0.52103	0.00355888	0.34136	0.00338969
4.2	1.424674	2.1435E-4	0.47163	0.00211852	0.319949	0.00250155
4.4	1.454499	1.65E-4	0.427526	0.00245391	0.30565	0.00200938
4.6	1.484201	1.4426E-4	0.391145	0.00134959	0.283524	9.621E-4
4.8	1.514559	8.21E-5	0.353703	0.00134456	0.263789	0.00151866
5	1.544191	1.0341E-4	0.323461	0.00115837	0.246368	9.7618E-4
5.2	1.574207	1.6525E-4	0.293699	7.3223E-4	0.225072	5.9411E-4
5.4	1.603884	1.8206E-4	0.265497	5.8004E-4	0.207896	3.5293E-4
5.6	1.631938	1.8419E-4	0.241386	8.871E-4	0.190426	4.9002E-4
5.8	1.660096	1.0292E-4	0.216932	5.6756E-4	0.175253	2.6189E-4
6	1.686341	1.1096E-4	0.196027	5.2636E-4	0.160435	1.6204E-4
6.2	1.712	1.5614E-4	0.176068	5.4289E-4	0.147422	1.879E-4
6.4	1.73615	7.371E-5	0.158304	5.0811E-4	0.134519	1.1876E-4
6.6	1.759143	1.0261E-4	0.142141	5.0602E-4	0.122065	1.8528E-4
6.8	1.781242	1.5986E-4	0.12682	5.2902E-4	0.110363	1.8655E-4
7	1.802283	1.1325E-4	0.112821	5.021E-4	0.099986	1.284E-4
7.2	1.822035	1.3401E-4	0.100265	5.1956E-4	0.089461	1.2389E-4
7.4	1.840921	1.153E-4	0.088237	5.0405E-4	0.079556	1.0525E-4
7.6	1.859427	6.15E-5	0.076958	4.9159E-4	0.070064	9.522E-5
7.8	1.87713	1.1755E-4	0.066564	5.0083E-4	0.061106	1.2584E-4
8	1.893998	7.481E-5	0.056713	4.9573E-4	0.052529	8.044E-5
8.2	1.909227	5.057E-5	0.048061	4.913E-4	0.044849	8.558E-5
8.4	1.923551	4.457E-5	0.040107	4.9117E-4	0.037687	8.075E-5
8.6	1.936442	2.582E-5	0.033069	4.8904E-4	0.031242	6.999E-5
8.8	1.948203	4.37E-5	0.026742	4.903E-4	0.025423	7.905E-5
9	1.958656	7.979E-5	0.021202	4.949E-4	0.020267	1.0077E-4
9.2	1.967964	3.475E-5	0.016339	4.8961E-4	0.015686	7.305E-5
9.4	1.975657	5.585E-5	0.012353	4.915E-4	0.011946	8.377E-5
9.6	1.981928	4.263E-5	0.009136	4.9019E-4	0.008877	7.735E-5
9.8	1.986834	2.951E-5	0.006635	4.8919E-4	0.006483	7.143E-5
10	1.99067	2.38E-5	0.004692	4.8887E-4	0.004607	6.942E-5
10.2	1.993511	1.607E-5	0.003257	4.8856E-4	0.003215	6.727E-5
10.4	1.995635	1.249E-5	0.002188	4.8846E-4	0.002168	6.656E-5
10.6	1.997154	8.23E-6	0.001426	4.8836E-4	0.001417	6.593E-5
10.8	1.998184	3.93E-6	9.09E-4	4.8831E-4	9.05E-4	6.554E-5
11	1.998862	3.29E-6	5.7E-4	4.8831E-4	5.68E-4	6.55E-5
11.2	1.999297	2.16E-6	3.51E-4	4.883E-4	3.51E-4	6.546E-5
11.4	1.999566	1.35E-6	2.17E-4	4.883E-4	2.17E-4	6.543E-5
11.6	1.999735	7.9E-7	1.32E-4	4.883E-4	1.32E-4	6.543E-5
11.8	1.999838	5.2E-7	8.1E-5	4.8829E-4	8.1E-5	6.542E-5
12	1.999901	3.2E-7	4.9E-5	4.8829E-4	4.9E-5	6.542E-5
