20 2.998240484513140E-002  +-   1.649340219149185E-005

30  2.771289643158362E-002  +-   3.859815163082177E-005

40  2.851182103352280E-002  +-   9.079050775510599E-005

50  2.960337930816378E-002  +-   5.867970399943884E-005
