 -12.000      0.000000    0.00000000      Infinity    0.00000023      Infinity    0.00000009
 -11.800      0.000000    0.00000000      Infinity    0.00000023      Infinity    0.00000009
 -11.600      0.000000    0.00000000      Infinity    0.00000023      Infinity    0.00000009
 -11.400      0.000000    0.00000000      Infinity    0.00000023      Infinity    0.00000009
 -11.200      0.000000    0.00000000      Infinity    0.00000023      Infinity    0.00000009
 -11.000      0.000000    0.00000000      Infinity    0.00000023      Infinity    0.00000009
 -10.800      0.000001    0.00000000      0.505534    0.00000023      0.505534    0.00000009
 -10.600      0.000001    0.00000000      0.817172    0.00000023      0.817171    0.00000009
 -10.400      0.000001    0.00000000      1.318776    0.00000023      1.318772    0.00000009
 -10.200      0.000002    0.00000000      1.066367    0.00000023      1.066361    0.00000009
 -10.000      0.000003    0.00000000      1.149477    0.00000023      1.149467    0.00000009
  -9.800      0.000006    0.00000000      0.928235    0.00000023      0.928222    0.00000009
  -9.600      0.000009    0.00000000      1.000568    0.00000023      1.000544    0.00000009
  -9.400      0.000015    0.00000001      0.970090    0.00000023      0.970053    0.00000009
  -9.200      0.000023    0.00000001      1.021318    0.00000023      1.021255    0.00000009
  -9.000      0.000038    0.00000002      0.998437    0.00000023      0.998337    0.00000009
  -8.800      0.000061    0.00000003      1.004409    0.00000023      1.004248    0.00000010
  -8.600      0.000099    0.00000006      0.998586    0.00000024      0.998327    0.00000011
  -8.400      0.000159    0.00000007      1.003042    0.00000024      1.002624    0.00000011
  -8.200      0.000256    0.00000009      1.001609    0.00000025      1.000938    0.00000012
  -8.000      0.000412    0.00000014      0.998982    0.00000027      0.997910    0.00000017
  -7.800      0.000658    0.00000022      1.000780    0.00000032      0.999070    0.00000023
  -7.600      0.001047    0.00000047      1.000139    0.00000052      0.997432    0.00000048
  -7.400      0.001651    0.00000020      1.000073    0.00000031      0.995854    0.00000022
  -7.200      0.002564    0.00000081      0.999998    0.00000084      0.993532    0.00000081
  -7.000      0.003921    0.00000104      1.000087    0.00000107      0.990414    0.00000102
  -6.800      0.005852    0.00000179      1.000218    0.00000181      0.986280    0.00000174
  -6.600      0.008529    0.00000184      1.000385    0.00000185      0.981076    0.00000180
  -6.400      0.012117    0.00000537      1.000483    0.00000539      0.974930    0.00000521
  -6.200      0.016842    0.00000366      1.000672    0.00000369      0.968156    0.00000354
  -6.000      0.022968    0.00000396      1.000959    0.00000399      0.960994    0.00000386
  -5.800      0.030721    0.00000818      1.001304    0.00000820      0.953555    0.00000774
  -5.600      0.040230    0.00000886      1.001766    0.00000894      0.945500    0.00000853
  -5.400      0.051442    0.00000933      1.002232    0.00000943      0.936869    0.00000857
  -5.200      0.064275    0.00001383      1.002916    0.00001397      0.927753    0.00001324
  -5.000      0.078780    0.00001980      1.003658    0.00001978      0.917779    0.00001784
  -4.800      0.095123    0.00001871      1.004417    0.00001909      0.906674    0.00001696
  -4.600      0.113282    0.00001087      1.005420    0.00001107      0.894772    0.00000965
  -4.400      0.133142    0.00002202      1.006633    0.00002219      0.881954    0.00001703
  -4.200      0.154247    0.00001069      1.007829    0.00001073      0.868110    0.00000929
  -4.000      0.176586    0.00002186      1.009331    0.00002169      0.854233    0.00002211
  -3.800      0.200159    0.00002736      1.010803    0.00002641      0.837833    0.00002417
  -3.600      0.225465    0.00002484      1.012608    0.00002479      0.820813    0.00002351
  -3.400      0.252622    0.00002218      1.014755    0.00002358      0.801752    0.00002615
  -3.200      0.281923    0.00002188      1.017239    0.00002668      0.782476    0.00001590
  -3.000      0.313608    0.00004014      1.020065    0.00004247      0.762490    0.00004156
  -2.800      0.347929    0.00001170      1.023124    0.00001677      0.742029    0.00001995
  -2.600      0.385360    0.00002962      1.026636    0.00003590      0.721961    0.00002825
  -2.400      0.425798    0.00002874      1.031722    0.00003093      0.701443    0.00004859
  -2.200      0.468933    0.00003205      1.036899    0.00004199      0.681328    0.00004149
  -2.000      0.513955    0.00003092      1.042944    0.00003828      0.659900    0.00003547
  -1.800      0.560685    0.00003029      1.051538    0.00004920      0.636708    0.00004877
  -1.600      0.608852    0.00002716      1.058069    0.00005858      0.612724    0.00005500
  -1.400      0.658539    0.00001643      1.067494    0.00002870      0.587488    0.00005889
  -1.200      0.709281    0.00001488      1.077857    0.00003655      0.561599    0.00004256
  -1.000      0.760199    0.00001733      1.087653    0.00009039      0.535074    0.00005698
  -0.800      0.810333    0.00000857      1.095444    0.00004916      0.509997    0.00004481
