 -12.000      0.000000    0.00000000      Infinity    0.00000057      Infinity    0.00000024
   6.400      1.985345    0.00000508      0.007386    0.00000512      0.007194    0.00000493
   6.600      1.989340    0.00000315      0.005361    0.00000321      0.005253    0.00000310
   6.800      1.992382    0.00000225      0.003825    0.00000232      0.003766    0.00000221
   7.000      1.994650    0.00000127      0.002683    0.00000140      0.002653    0.00000127
   7.200      1.996304    0.00000131      0.001852    0.00000143      0.001837    0.00000132
   7.400      1.997483    0.00000103      0.001260    0.00000118      0.001253    0.00000105
   7.600      1.998304    0.00000075      0.000849    0.00000094      0.000846    0.00000078
   7.800      1.998865    0.00000042      0.000568    0.00000071      0.000566    0.00000048
   8.000      1.999246    0.00000031      0.000377    0.00000065      0.000377    0.00000039
   8.200      1.999500    0.00000030      0.000250    0.00000065      0.000250    0.00000038
   8.400      1.999670    0.00000009      0.000165    0.00000058      0.000165    0.00000026
   8.600      1.999782    0.00000009      0.000109    0.00000058      0.000109    0.00000026
   8.800      1.999856    0.00000006      0.000072    0.00000058      0.000072    0.00000025
   9.000      1.999906    0.00000003      0.000047    0.00000057      0.000047    0.00000024
   9.200      1.999938    0.00000002      0.000031    0.00000057      0.000031    0.00000024
   9.400      1.999959    0.00000002      0.000020    0.00000057      0.000020    0.00000024
   9.600      1.999973    0.00000001      0.000013    0.00000057      0.000013    0.00000024
   9.800      1.999982    0.00000001      0.000009    0.00000057      0.000009    0.00000024
  10.000      1.999988    0.00000000      0.000006    0.00000057      0.000006    0.00000024
  10.200      1.999992    0.00000000      0.000004    0.00000057      0.000004    0.00000024
  10.400      1.999995    0.00000000      0.000003    0.00000057      0.000003    0.00000024
  10.600      1.999997    0.00000000      0.000002    0.00000057      0.000002    0.00000024
  10.800      1.999998    0.00000000      0.000001    0.00000057      0.000001    0.00000024
  11.000      1.999999    0.00000000      0.000001    0.00000057      0.000001    0.00000024
  11.200      1.999999    0.00000000      0.000000    0.00000057      0.000000    0.00000024
  11.400      1.999999    0.00000000      0.000000    0.00000057      0.000000    0.00000024
  11.600      2.000000    0.00000000      0.000000    0.00000057      0.000000    0.00000024
  11.800      2.000000    0.00000000      0.000000    0.00000057      0.000000    0.00000024
  12.000      2.000000    0.00000000      0.000000    0.00000057      0.000000    0.00000024
