 -12.000      0.000000    0.00000000      Infinity    0.00000047      Infinity    0.00000014
 -11.800      0.000000    0.00000000      Infinity    0.00000047      Infinity    0.00000014
 -11.600      0.000000    0.00000000      Infinity    0.00000047      Infinity    0.00000014
 -11.400      0.000000    0.00000000      Infinity    0.00000047      Infinity    0.00000014
 -11.200      0.000000    0.00000000      Infinity    0.00000047      Infinity    0.00000014
 -11.000      0.000000    0.00000000      Infinity    0.00000047      Infinity    0.00000014
 -10.800      0.000001    0.00000000      0.719818    0.00000047      0.719817    0.00000014
 -10.600      0.000001    0.00000000      1.212528    0.00000047      1.212524    0.00000014
 -10.400      0.000002    0.00000000      1.017804    0.00000047      1.017799    0.00000014
 -10.200      0.000003    0.00000000      1.144045    0.00000047      1.144034    0.00000014
 -10.000      0.000006    0.00000000      0.960781    0.00000047      0.960766    0.00000014
  -9.800      0.000010    0.00000001      0.968611    0.00000047      0.968585    0.00000014
  -9.600      0.000016    0.00000002      1.018559    0.00000047      1.018514    0.00000014
  -9.400      0.000027    0.00000003      1.014854    0.00000047      1.014779    0.00000014
  -9.200      0.000046    0.00000003      0.999720    0.00000047      0.999596    0.00000014
  -9.000      0.000077    0.00000011      1.002839    0.00000048      1.002631    0.00000018
  -8.800      0.000130    0.00000009      0.997356    0.00000047      0.997008    0.00000016
  -8.600      0.000217    0.00000017      0.999792    0.00000050      0.999208    0.00000022
  -8.400      0.000362    0.00000040      0.999618    0.00000061      0.998645    0.00000042
  -8.200      0.000601    0.00000035      1.000699    0.00000058      0.999081    0.00000038
  -8.000      0.000993    0.00000103      0.999664    0.00000113      0.997014    0.00000104
  -7.800      0.001619    0.00000134      1.000119    0.00000142      0.995829    0.00000134
  -7.600      0.002592    0.00000133      1.000311    0.00000141      0.993542    0.00000132
  -7.400      0.004052    0.00000214      1.000194    0.00000219      0.989872    0.00000213
  -7.200      0.006144    0.00000539      1.000407    0.00000542      0.985319    0.00000528
  -7.000      0.009027    0.00000419      1.000552    0.00000423      0.979589    0.00000409
  -6.800      0.012865    0.00000629      1.000830    0.00000631      0.973222    0.00000612
  -6.600      0.017948    0.00001643      1.001242    0.00001643      0.966501    0.00001568
  -6.400      0.024551    0.00001648      1.001690    0.00001662      0.959671    0.00001559
  -6.200      0.032891    0.00001776      1.002284    0.00001801      0.952784    0.00001666
  -6.000      0.042964    0.00002208      1.002979    0.00002200      0.945736    0.00002069
  -5.800      0.054592    0.00001847      1.003975    0.00001827      0.938224    0.00001724
  -5.600      0.067635    0.00002176      1.004877    0.00002185      0.930035    0.00002011
  -5.400      0.082296    0.00002328      1.006145    0.00002388      0.921664    0.00002204
  -5.200      0.098823    0.00003071      1.007489    0.00003139      0.911299    0.00003049
  -5.000      0.117000    0.00002603      1.009196    0.00002561      0.901676    0.00002426
  -4.800      0.136715    0.00003129      1.011270    0.00003092      0.890072    0.00002746
  -4.600      0.157281    0.00004172      1.012940    0.00004148      0.878503    0.00003907
  -4.400      0.178804    0.00002873      1.015446    0.00002732      0.866051    0.00002484
  -4.200      0.201283    0.00002638      1.017877    0.00002807      0.852609    0.00002477
  -4.000      0.225377    0.00004483      1.020312    0.00005253      0.837655    0.00003897
  -3.800      0.251050    0.00003442      1.025007    0.00003909      0.822330    0.00002885
  -3.600      0.278589    0.00005311      1.027561    0.00005726      0.803904    0.00005749
  -3.400      0.307916    0.00005184      1.032063    0.00005369      0.785557    0.00006482
  -3.200      0.339645    0.00005350      1.037834    0.00006039      0.766978    0.00005069
  -3.000      0.373673    0.00004536      1.044120    0.00005224      0.750612    0.00005588
  -2.800      0.410586    0.00005856      1.050757    0.00005415      0.734423    0.00009005
  -2.600      0.449543    0.00006917      1.059162    0.00009288      0.717676    0.00004989
  -2.400      0.490113    0.00005748      1.067586    0.00006645      0.701480    0.00008299
  -2.200      0.531399    0.00006066      1.079259    0.00006947      0.683119    0.00005880
  -2.000      0.573641    0.00006411      1.093830    0.00008873      0.662852    0.00014107
