 -12.000      0.000000    0.00000000      Infinity    0.00000632      Infinity    0.00000136
 -11.800      0.000001    0.00000000      0.720430    0.00000632      0.720429    0.00000136
 -11.600      0.000001    0.00000000      1.212568    0.00000632      1.212564    0.00000136
 -11.400      0.000002    0.00000000      1.019171    0.00000632      1.019165    0.00000136
 -11.200      0.000003    0.00000000      1.142946    0.00000632      1.142936    0.00000136
 -11.000      0.000006    0.00000000      0.961398    0.00000632      0.961384    0.00000136
 -10.800      0.000010    0.00000002      0.968300    0.00000632      0.968276    0.00000136
 -10.600      0.000016    0.00000002      1.016332    0.00000632      1.016288    0.00000136
 -10.400      0.000027    0.00000004      1.012819    0.00000632      1.012749    0.00000136
 -10.200      0.000046    0.00000008      0.997160    0.00000632      0.997041    0.00000137
 -10.000      0.000077    0.00000018      1.005641    0.00000632      1.005445    0.00000138
  -9.800      0.000129    0.00000026      1.003658    0.00000632      1.003311    0.00000139
  -9.600      0.000217    0.00000029      1.001350    0.00000633      1.000789    0.00000139
  -9.400      0.000362    0.00000064      1.001384    0.00000635      1.000503    0.00000151
  -9.200      0.000603    0.00000099      0.999364    0.00000640      0.997884    0.00000169
  -9.000      0.000992    0.00000130      1.000374    0.00000646      0.997969    0.00000188
  -8.800      0.001620    0.00000254      1.000083    0.00000681      0.996108    0.00000287
  -8.600      0.002582    0.00000520      1.000448    0.00000828      0.994066    0.00000534
  -8.400      0.004031    0.00000648      1.000361    0.00000905      0.990726    0.00000655
  -8.200      0.006114    0.00000869      1.000602    0.00001072      0.986542    0.00000866
  -8.000      0.008962    0.00001546      1.000759    0.00001674      0.981203    0.00001522
  -7.800      0.012737    0.00001309      1.001238    0.00001452      0.975580    0.00001270
  -7.600      0.017672    0.00001651      1.001638    0.00001765      0.969625    0.00001633
  -7.400      0.024072    0.00001919      1.002280    0.00002021      0.963611    0.00001811
  -7.200      0.032074    0.00002669      1.003270    0.00002763      0.958383    0.00002563
  -7.000      0.041787    0.00003239      1.004130    0.00003302      0.952730    0.00003027
  -6.800      0.052837    0.00003473      1.005310    0.00003533      0.947072    0.00003375
  -6.600      0.065266    0.00003902      1.006615    0.00004042      0.940329    0.00003516
  -6.400      0.079114    0.00004376      1.008216    0.00004413      0.934329    0.00004130
  -6.200      0.094528    0.00005971      1.010142    0.00006283      0.926615    0.00005849
  -6.000      0.111367    0.00006575      1.012468    0.00006836      0.919192    0.00005860
  -5.800      0.129583    0.00005470      1.015017    0.00005641      0.910439    0.00005128
  -5.600      0.148703    0.00006149      1.017848    0.00006391      0.902507    0.00006086
  -5.400      0.168689    0.00003886      1.020042    0.00004011      0.893024    0.00004419
  -5.200      0.189374    0.00006999      1.024289    0.00007393      0.884080    0.00006843
  -5.000      0.211152    0.00006911      1.027331    0.00007759      0.873614    0.00006480
  -4.800      0.234335    0.00006390      1.031439    0.00007496      0.862882    0.00005842
  -4.600      0.258902    0.00005731      1.036241    0.00006051      0.847322    0.00008222
  -4.400      0.284736    0.00005735      1.040072    0.00006581      0.831723    0.00004965
  -4.200      0.311928    0.00006083      1.046982    0.00007358      0.819967    0.00007035
  -4.000      0.341076    0.00008188      1.053792    0.00010606      0.805487    0.00009307
  -3.800      0.372064    0.00011804      1.061111    0.00013691      0.794421    0.00010014
  -3.600      0.404863    0.00009009      1.070720    0.00013135      0.780782    0.00011585
  -3.400      0.438354    0.00012596      1.080623    0.00015305      0.768305    0.00017007
  -3.200      0.472944    0.00011422      1.094347    0.00014759      0.758613    0.00012124
  -3.000      0.507747    0.00010763      1.109447    0.00013942      0.746050    0.00012715
  -2.800      0.543172    0.00010030      1.129659    0.00015814      0.733381    0.00022715
  -2.600      0.578605    0.00009531      1.146562    0.00013695      0.718369    0.00015862
  -2.400      0.614315    0.00006911      1.171913    0.00009443      0.704464    0.00029853
  -2.200      0.649643    0.00010478      1.206916    0.00023057      0.688470    0.00021310
  -2.000      0.684784    0.00005889      1.240317    0.00020951      0.670113    0.00016721
  -1.800      0.719585    0.00004818      1.281578    0.00026984      0.651659    0.00030535
  -1.600      0.753387    0.00005892      1.324810    0.00024569      0.634952    0.00028075
  -1.400      0.786792    0.00008653      1.387508    0.00050899      0.616023    0.00019928
  -1.200      0.819551    0.00006508      1.475672    0.00074381      0.598621    0.00034007
