32.2 2 0 6.6e-09 3.3e-09
32.6 2 0 4.23e-09 2.12e-09
33 2 0 2.71e-09 1.36e-09
33.4 2 0 1.74e-09 8.69e-10
33.8 2 0 1.11e-09 5.57e-10
34.2 2 0 7.14e-10 3.57e-10
34.6 2 0 4.59e-10 2.29e-10
35 2 0 2.94e-10 1.47e-10
35.4 2 0 1.89e-10 9.43e-11
35.8 2 0 1.21e-10 6.05e-11
36.2 2 0 7.75e-11 3.88e-11
36.6 2 0 4.97e-11 2.48e-11
37 2 0 3.19e-11 1.59e-11
37.4 2 0 2.04e-11 1.02e-11
37.8 2 0 1.31e-11 6.55e-12
38.2 2 0 8.4e-12 4.2e-12
38.6 2 0 5.38e-12 2.69e-12
39 2 0 3.45e-12 1.72e-12
39.4 2 0 2.21e-12 1.11e-12
39.8 2 0 1.42e-12 7.12e-13
40.2 2 0 8.86e-13 4.43e-13
40.8 2 0 5.2e-13 2.6e-13
41.3 2 0 2.82e-13 1.41e-13
41.7 2 0 1.49e-13 7.45e-14
42.4 2 0 8.29e-14 4.14e-14
42.9 2 0 4.44e-14 2.22e-14
43.3 2 0 2.72e-14 1.36e-14
43.9 2 3.91e-12 1.5e-14 7.48e-15
44.5 2 5.88e-12 7.35e-15 3.67e-15
45.3 2 7.61e-12 3.38e-15 1.69e-15
46 2 7.78e-12 1.23e-15 6.14e-16
46.4 2 8.12e-12 7.34e-16 3.67e-16
