     -25        0  0.00991        0
   -24.8        0   0.0103        0
   -24.6        0   0.0108        0
   -24.4        0   0.0113        0
   -24.2        0   0.0118        0
     -24        0   0.0123        0
   -23.8        0   0.0128        0
   -23.6        0   0.0134        0
   -23.4        0    0.014        0
   -23.2        0   0.0146        0
     -23        0   0.0152        0
   -22.8        0   0.0159        0
   -22.6        0   0.0166        0
   -22.4        0   0.0173        0
   -22.2        0    0.018        0
     -22        0   0.0188        0
   -21.8        0   0.0196        0
   -21.6        0   0.0205        0
   -21.4        0   0.0214        0
   -21.2        0   0.0223        0
     -21        0   0.0233        0
   -20.8        0   0.0243        0
   -20.6        0   0.0253        0
   -20.4        0   0.0264        0
   -20.2        0   0.0275        0
     -20        0   0.0287        0
   -19.8        0   0.0299        0
   -19.6        0   0.0312        0
   -19.4        0   0.0325        0
   -19.2        0   0.0339        0
     -19        0   0.0354        0
   -18.8        0   0.0369        0
   -18.6        0   0.0384        0
   -18.4        0     0.04        0
   -18.2        0   0.0417        0
     -18        0   0.0435        0
   -17.8        0   0.0453        0
   -17.6        0   0.0472        0
   -17.4        0   0.0492        0
   -17.2        0   0.0512        0
     -17        0   0.0533        0
   -16.8        0   0.0556        0
   -16.6        0   0.0578        0
   -16.4        0   0.0602        0
   -16.2        0   0.0627        0
     -16        0   0.0653        0
   -15.8        0   0.0679        0
   -15.6        0   0.0707        0
   -15.4        0   0.0735        0
   -15.2        0   0.0765        0
     -15        0   0.0796        0
   -14.8        0   0.0828        0
   -14.6        0    0.086        0
   -14.4        0   0.0895        0
   -14.2        0    0.093        0
     -14        0   0.0967        0
   -13.8        0      0.1        0
   -13.6        0    0.104        0
   -13.4        0    0.108        0
   -13.2        0    0.113        0
     -13        0    0.117        0
   -12.8        0    0.121        0
   -12.6        0    0.126        0
   -12.4        0    0.131        0
   -12.2        0    0.135        0
     -12        0     0.14        0
   -11.8        0    0.146        0
   -11.6        0    0.151        0
   -11.4        0    0.156        0
   -11.2        0    0.162        0
     -11        0    0.168        0
   -10.8        0    0.174        0
   -10.6        0     0.18        0
   -10.4        0    0.186        0
   -10.2        0    0.192        0
     -10        0    0.199        0
    -9.8        0    0.206        0
    -9.6        0    0.213        0
    -9.4        0     0.22        0
    -9.2        0    0.227        0
      -9        0    0.234        0
    -8.8        0    0.242        0
    -8.6        0    0.249        0
    -8.4        0    0.257        0
    -8.2        0    0.265        0
      -8        0    0.273        0
    -7.8        0    0.282        0
    -7.6        0     0.29        0
    -7.4        0    0.298        0
    -7.2        0    0.307        0
      -7        0    0.316        0
    -6.8        0    0.325        0
    -6.6        0    0.334        0
    -6.4        0    0.343        0
    -6.2        0    0.352        0
      -6        0    0.362        0
    -5.8        0    0.371        0
    -5.6        0    0.381        0
    -5.4        0     0.39        0
    -5.2        0      0.4        0
      -5        0     0.41        0
    -4.8        0     0.42        0
    -4.6        0    0.429        0
    -4.4        0    0.439        0
    -4.2        0    0.449        0
      -4        0    0.459        0
    -3.8        0    0.469        0
    -3.6        0    0.479        0
    -3.4        0    0.489        0
    -3.2        0    0.499        0
      -3        0    0.509        0
    -2.8        0    0.519        0
    -2.6        0    0.529        0
    -2.4        0    0.539        0
    -2.2        0    0.549        0
      -2        0    0.559        0
    -1.8        0    0.569        0
    -1.6        0    0.579        0
    -1.4        0    0.588        0
    -1.2        0    0.598        0
      -1        0    0.607        0
    -0.8        0    0.617        0
    -0.6        0    0.626        0
    -0.4        0    0.635        0
    -0.2        0    0.644        0
2.66e-14        0    0.653        0
     0.2        0    0.662        0
     0.4        0     0.67        0
     0.6        0    0.679        0
     0.8        0    0.687        0
       1        0    0.696        0
     1.2        0    0.704        0
     1.4        0    0.712        0
     1.6        0     0.72        0
     1.8        0    0.727        0
       2        0    0.735        0
     2.2        0    0.742        0
     2.4        0    0.749        0
     2.6        0    0.756        0
     2.8        0    0.763        0
       3        0     0.77        0
     3.2        0    0.776        0
     3.4        0    0.782        0
     3.6        0    0.788        0
     3.8        0    0.794        0
       4        0      0.8        0
     4.2        0    0.806        0
     4.4        0    0.811        0
     4.6        0    0.817        0
     4.8        0    0.822        0
       5        0    0.827        0
     5.2        0    0.831        0
     5.4        0    0.836        0
     5.6        0     0.84        0
     5.8        0    0.845        0
       6        0    0.849        0
     6.2        0    0.853        0
     6.4        0    0.857        0
     6.6        0     0.86        0
     6.8        0    0.864        0
       7        0    0.867        0
     7.2        0     0.87        0
     7.4        0    0.873        0
     7.6        0    0.876        0
     7.8        0    0.879        0
       8        0    0.882        0
     8.2        0    0.884        0
     8.4        0    0.886        0
     8.6        0    0.889        0
     8.8        0    0.891        0
       9        0    0.893        0
     9.2        0    0.894        0
     9.4        0    0.896        0
     9.6        0    0.898        0
     9.8        0    0.899        0
      10        0      0.9        0
    10.2        0    0.902        0
    10.4        0    0.903        0
    10.6        0    0.903        0
    10.8        0    0.904        0
      11        0    0.905        0
    11.2        0    0.905        0
    11.4        0    0.906        0
    11.6        0    0.906        0
    11.8        0    0.906        0
      12        0    0.906        0
    12.2        0    0.906        0
    12.4        0    0.906        0
    12.6        0    0.906        0
    12.8        0    0.905        0
      13        0    0.905        0
    13.2        0    0.904        0
    13.4        0    0.903        0
    13.6        0    0.903        0
    13.8        0    0.902        0
      14        0      0.9        0
    14.2        0    0.899        0
    14.4        0    0.898        0
    14.6        0    0.896        0
