     -25        0  0.00462        0
   -24.8        0  0.00485        0
   -24.6        0   0.0051        0
   -24.4        0  0.00536        0
   -24.2        0  0.00563        0
     -24        0  0.00592        0
   -23.8        0  0.00622        0
   -23.6        0  0.00653        0
   -23.4        0  0.00687        0
   -23.2        0  0.00721        0
     -23        0  0.00758        0
   -22.8        0  0.00796        0
   -22.6        0  0.00837        0
   -22.4        0  0.00879        0
   -22.2        0  0.00924        0
     -22        0  0.00971        0
   -21.8        0   0.0102        0
   -21.6        0   0.0107        0
   -21.4        0   0.0113        0
   -21.2        0   0.0118        0
     -21        0   0.0124        0
   -20.8        0    0.013        0
   -20.6        0   0.0137        0
   -20.4        0   0.0144        0
   -20.2        0   0.0151        0
     -20        0   0.0159        0
   -19.8        0   0.0167        0
   -19.6        0   0.0175        0
   -19.4        0   0.0184        0
   -19.2        0   0.0193        0
     -19        0   0.0203        0
   -18.8        0   0.0213        0
   -18.6        0   0.0223        0
   -18.4        0   0.0234        0
   -18.2        0   0.0246        0
     -18        0   0.0258        0
   -17.8        0   0.0271        0
   -17.6        0   0.0284        0
   -17.4        0   0.0298        0
   -17.2        0   0.0313        0
     -17        0   0.0328        0
   -16.8        0   0.0345        0
   -16.6        0   0.0361        0
   -16.4        0   0.0379        0
   -16.2        0   0.0397        0
     -16        0   0.0417        0
   -15.8        0   0.0437        0
   -15.6        0   0.0458        0
   -15.4        0    0.048        0
   -15.2        0   0.0503        0
     -15        0   0.0527        0
   -14.8        0   0.0552        0
   -14.6        0   0.0578        0
   -14.4        0   0.0606        0
   -14.2        0   0.0634        0
     -14        0   0.0664        0
   -13.8        0   0.0695        0
   -13.6        0   0.0727        0
   -13.4        0   0.0761        0
   -13.2        0   0.0796        0
     -13        0   0.0833        0
   -12.8        0    0.087        0
   -12.6        0    0.091        0
   -12.4        0   0.0951        0
   -12.2        0   0.0995        0
     -12        0    0.104        0
   -11.8        0    0.108        0
   -11.6        0    0.113        0
   -11.4        0    0.118        0
   -11.2        0    0.123        0
     -11        0    0.129        0
   -10.8        0    0.134        0
   -10.6        0     0.14        0
   -10.4        0    0.146        0
   -10.2        0    0.152        0
     -10        0    0.158        0
    -9.8        0    0.164        0
    -9.6        0    0.171        0
    -9.4        0    0.178        0
    -9.2        0    0.185        0
      -9        0    0.192        0
    -8.8        0      0.2        0
    -8.6        0    0.207        0
    -8.4        0    0.215        0
    -8.2        0    0.223        0
      -8        0    0.231        0
    -7.8        0     0.24        0
    -7.6        0    0.248        0
    -7.4        0    0.257        0
    -7.2        0    0.266        0
      -7        0    0.275        0
    -6.8        0    0.285        0
    -6.6        0    0.294        0
    -6.4        0    0.304        0
    -6.2        0    0.313        0
      -6        0    0.323        0
    -5.8        0    0.333        0
    -5.6        0    0.344        0
    -5.4        0    0.354        0
    -5.2        0    0.364        0
      -5        0    0.375        0
    -4.8        0    0.385        0
    -4.6        0    0.396        0
    -4.4        0    0.407        0
    -4.2        0    0.417        0
      -4        0    0.428        0
    -3.8        0    0.439        0
    -3.6        0     0.45        0
    -3.4        0     0.46        0
    -3.2        0    0.471        0
      -3        0    0.482        0
    -2.8        0    0.492        0
    -2.6        0    0.503        0
    -2.4        0    0.513        0
    -2.2        0    0.524        0
      -2        0    0.534        0
    -1.8        0    0.544        0
    -1.6        0    0.554        0
    -1.4        0    0.564        0
    -1.2        0    0.574        0
      -1        0    0.583        0
    -0.8        0    0.592        0
    -0.6        0    0.602        0
    -0.4        0     0.61        0
    -0.2        0    0.619        0
1.78e-15        0    0.628        0
     0.2        0    0.636        0
     0.4        0    0.644        0
     0.6        0    0.651        0
     0.8        0    0.659        0
       1        0    0.666        0
     1.2        0    0.673        0
     1.4        0    0.679        0
     1.6        0    0.685        0
     1.8        0    0.691        0
       2        0    0.697        0
     2.2        0    0.702        0
     2.4        0    0.707        0
     2.6        0    0.711        0
     2.8        0    0.715        0
       3        0    0.719        0
     3.2        0    0.723        0
     3.4        0    0.726        0
     3.6        0    0.729        0
     3.8        0    0.731        0
       4        0    0.733        0
     4.2        0    0.735        0
     4.4        0    0.736        0
     4.6        0    0.737        0
     4.8        0    0.738        0
       5        0    0.738        0
     5.2        0    0.738        0
     5.4        0    0.737        0
     5.6        0    0.736        0
     5.8        0    0.735        0
       6        0    0.733        0
     6.2        0    0.731        0
     6.4        0    0.729        0
     6.6        0    0.726        0
     6.8        0    0.723        0
       7        0    0.719        0
     7.2        0    0.715        0
     7.4        0    0.711        0
