     -25        0  0.00241        0
   -24.8        0  0.00255        0
   -24.6        0  0.00269        0
   -24.4        0  0.00285        0
   -24.2        0  0.00301        0
     -24        0  0.00318        0
   -23.8        0  0.00336        0
   -23.6        0  0.00355        0
   -23.4        0  0.00375        0
   -23.2        0  0.00397        0
     -23        0  0.00419        0
   -22.8        0  0.00443        0
   -22.6        0  0.00468        0
   -22.4        0  0.00495        0
   -22.2        0  0.00523        0
     -22        0  0.00552        0
   -21.8        0  0.00584        0
   -21.6        0  0.00617        0
   -21.4        0  0.00652        0
   -21.2        0  0.00689        0
     -21        0  0.00728        0
   -20.8        0  0.00769        0
   -20.6        0  0.00812        0
   -20.4        0  0.00858        0
   -20.2        0  0.00906        0
     -20        0  0.00958        0
   -19.8        0   0.0101        0
   -19.6        0   0.0107        0
   -19.4        0   0.0113        0
   -19.2        0   0.0119        0
     -19        0   0.0126        0
   -18.8        0   0.0133        0
   -18.6        0    0.014        0
   -18.4        0   0.0148        0
   -18.2        0   0.0157        0
     -18        0   0.0165        0
   -17.8        0   0.0174        0
   -17.6        0   0.0184        0
   -17.4        0   0.0194        0
   -17.2        0   0.0205        0
     -17        0   0.0217        0
   -16.8        0   0.0229        0
   -16.6        0   0.0241        0
   -16.4        0   0.0254        0
   -16.2        0   0.0268        0
     -16        0   0.0283        0
   -15.8        0   0.0299        0
   -15.6        0   0.0315        0
   -15.4        0   0.0332        0
   -15.2        0    0.035        0
     -15        0   0.0369        0
   -14.8        0   0.0389        0
   -14.6        0    0.041        0
   -14.4        0   0.0432        0
   -14.2        0   0.0456        0
     -14        0    0.048        0
   -13.8        0   0.0505        0
   -13.6        0   0.0532        0
   -13.4        0    0.056        0
   -13.2        0    0.059        0
     -13        0   0.0621        0
   -12.8        0   0.0653        0
   -12.6        0   0.0687        0
   -12.4        0   0.0722        0
   -12.2        0   0.0759        0
     -12        0   0.0798        0
   -11.8        0   0.0839        0
   -11.6        0   0.0881        0
   -11.4        0   0.0925        0
   -11.2        0   0.0971        0
     -11        0    0.102        0
   -10.8        0    0.107        0
   -10.6        0    0.112        0
   -10.4        0    0.118        0
   -10.2        0    0.123        0
     -10        0    0.129        0
    -9.8        0    0.135        0
    -9.6        0    0.141        0
    -9.4        0    0.148        0
    -9.2        0    0.155        0
      -9        0    0.162        0
    -8.8        0    0.169        0
    -8.6        0    0.176        0
    -8.4        0    0.184        0
    -8.2        0    0.192        0
      -8        0      0.2        0
