 -12.000      0.000000    0.00000000      Infinity    0.00000093      Infinity    0.00000036
 -11.800      0.000000    0.00000000      Infinity    0.00000093      Infinity    0.00000036
 -11.600      0.000000    0.00000000      Infinity    0.00000093      Infinity    0.00000036
 -11.400      0.000000    0.00000000      Infinity    0.00000093      Infinity    0.00000036
 -11.200      0.000001    0.00000000      0.642611    0.00000093      0.642610    0.00000036
 -11.000      0.000001    0.00000000      1.039055    0.00000093      1.039053    0.00000036
 -10.800      0.000002    0.00000000      0.838695    0.00000093      0.838692    0.00000036
 -10.600      0.000003    0.00000000      0.903069    0.00000093      0.903063    0.00000036
 -10.400      0.000004    0.00000000      1.095880    0.00000093      1.095868    0.00000036
 -10.200      0.000007    0.00000000      1.012499    0.00000093      1.012481    0.00000036
 -10.000      0.000011    0.00000001      1.040170    0.00000093      1.040141    0.00000036
  -9.800      0.000018    0.00000002      1.027168    0.00000093      1.027120    0.00000036
  -9.600      0.000030    0.00000002      0.995031    0.00000093      0.994957    0.00000036
  -9.400      0.000048    0.00000004      1.004113    0.00000093      1.003992    0.00000037
  -9.200      0.000078    0.00000007      0.998278    0.00000093      0.998083    0.00000037
  -9.000      0.000126    0.00000013      0.996671    0.00000093      0.996359    0.00000039
  -8.800      0.000202    0.00000018      0.999614    0.00000094      0.999110    0.00000041
  -8.600      0.000325    0.00000026      0.999544    0.00000096      0.998734    0.00000045
  -8.400      0.000520    0.00000034      1.000936    0.00000099      0.999641    0.00000050
  -8.200      0.000829    0.00000092      1.000472    0.00000131      0.998416    0.00000099
  -8.000      0.001317    0.00000128      1.000211    0.00000158      0.996982    0.00000132
  -7.800      0.002057    0.00000129      0.999969    0.00000159      0.994975    0.00000133
  -7.600      0.003169    0.00000230      1.000146    0.00000248      0.992595    0.00000231
  -7.400      0.004789    0.00000301      1.000317    0.00000315      0.989210    0.00000296
  -7.200      0.007053    0.00000394      1.000408    0.00000406      0.984716    0.00000389
  -7.000      0.010139    0.00000592      1.000702    0.00000597      0.979429    0.00000577
  -6.800      0.014200    0.00000984      1.000957    0.00000991      0.973508    0.00000947
  -6.600      0.019526    0.00001246      1.001298    0.00001253      0.967080    0.00001180
  -6.400      0.026256    0.00001591      1.001792    0.00001600      0.960511    0.00001544
  -6.200      0.034684    0.00001458      1.002425    0.00001451      0.953778    0.00001454
  -6.000      0.044728    0.00001547      1.003190    0.00001577      0.946831    0.00001441
  -5.800      0.056401    0.00002473      1.004009    0.00002487      0.939350    0.00002250
  -5.600      0.069519    0.00002498      1.005126    0.00002515      0.931164    0.00002413
  -5.400      0.084249    0.00002284      1.006376    0.00002340      0.922234    0.00002278
  -5.200      0.100705    0.00003570      1.007976    0.00003758      0.912421    0.00003152
  -5.000      0.118818    0.00005256      1.009436    0.00005229      0.902243    0.00005058
  -4.800      0.138308    0.00004126      1.011298    0.00004140      0.891249    0.00003865
  -4.600      0.158920    0.00003835      1.013666    0.00004150      0.879377    0.00003131
  -4.400      0.180516    0.00003357      1.015745    0.00003653      0.867066    0.00003027
  -4.200      0.203334    0.00003522      1.018295    0.00003524      0.852993    0.00003439
  -4.000      0.227604    0.00002447      1.021147    0.00003111      0.838308    0.00002859
  -3.800      0.253541    0.00003969      1.024651    0.00004361      0.822346    0.00003793
  -3.600      0.281409    0.00003387      1.028897    0.00003855      0.804901    0.00003353
  -3.400      0.311049    0.00004171      1.033274    0.00004751      0.787635    0.00005292
  -3.200      0.342929    0.00005413      1.038531    0.00006570      0.770829    0.00006227
  -3.000      0.377135    0.00004813      1.044172    0.00005656      0.753471    0.00005917
  -2.800      0.413726    0.00004534      1.051385    0.00005714      0.736925    0.00006471
  -2.600      0.452284    0.00004733      1.060404    0.00006642      0.719881    0.00006968
  -2.400      0.492270    0.00004631      1.068905    0.00006598      0.703803    0.00005436
  -2.200      0.533579    0.00003525      1.083908    0.00005769      0.684958    0.00006154
  -2.000      0.575554    0.00002308      1.092993    0.00006821      0.665130    0.00006587
  -1.800      0.618510    0.00006643      1.111069    0.00010521      0.643340    0.00010294
  -1.600      0.662262    0.00005385      1.131214    0.00012845      0.621827    0.00011845
  -1.400      0.706297    0.00004815      1.153831    0.00015591      0.598473    0.00005675
  -1.200      0.750226    0.00002860      1.176858    0.00016818      0.576553    0.00011081
  -1.000      0.793695    0.00001923      1.201648    0.00018357      0.553407    0.00015900
  -0.800      0.836312    0.00002507      1.230272    0.00020360      0.531308    0.00012660
  -0.600      0.878092    0.00002112      1.248047    0.00020883      0.508714    0.00011898
  -0.400      0.919166    0.00001400      1.248250    0.00022735      0.489220    0.00008510
  -0.200      0.959702    0.00000735      1.235519    0.00025953      0.469812    0.00012909
   0.000      1.000000    0.00000000      1.200957    0.00037336      0.452170    0.00017178
   0.200      1.040298    0.00000735      1.139798    0.00025953      0.433414    0.00012909
   0.400      1.080834    0.00001400      1.061540    0.00022735      0.416044    0.00008510
   0.600      1.121908    0.00002112      0.976818    0.00020883      0.398159    0.00011898
   0.800      1.163688    0.00002507      0.884165    0.00020360      0.381837    0.00012660
   1.000      1.206305    0.00001923      0.790631    0.00018357      0.364117    0.00015900
   1.200      1.249774    0.00002860      0.706455    0.00016818      0.346098    0.00011081
   1.400      1.293703    0.00004815      0.629934    0.00015591      0.326736    0.00005675
   1.600      1.337738    0.00005385      0.560020    0.00012845      0.307842    0.00011845
   1.800      1.381490    0.00006643      0.497439    0.00010521      0.288031    0.00010294
